customerID,ActualChurn,ChurnProbability,RiskCategory
2839-RFSQE,1,0.12385249331175946,Low Risk
2188-SXWVT,0,0.04759920583439338,Low Risk
8849-GYOKR,1,0.15787031676325708,Low Risk
3623-FQBOX,0,0.09205694390151031,Low Risk
2649-HWLYB,0,0.02955237241863587,Low Risk
0599-XNYDO,0,0.32731943546306197,Medium Risk
2514-GINMM,1,0.8536327994855939,High Risk
8401-EMUWF,0,0.14046477147709635,Low Risk
5766-ZJYBB,1,0.27972774736777495,Low Risk
2604-IJPDU,0,0.3846376791124323,Medium Risk
2501-XWWTZ,0,0.4422132182002023,Medium Risk
6370-ZVHDV,0,0.02118122137037384,Low Risk
3027-YNWZU,0,0.021579195450619433,Low Risk
4526-ZJJTM,0,0.33632225678058797,Medium Risk
0440-QEXBZ,0,0.17803005004658437,Low Risk
0330-IVZHA,1,0.543772882388796,Medium Risk
9758-MFWGD,0,0.09153525799538952,Low Risk
4229-CZMLL,1,0.7464977513845478,High Risk
0742-MOABM,1,0.24797669292794905,Low Risk
4277-BWBML,0,0.019010506186035076,Low Risk
5136-GFPMB,0,0.2610047743258605,Low Risk
7520-HQWJU,0,0.0978005898081679,Low Risk
6304-IJFSQ,1,0.40681819615548986,Medium Risk
0297-RBCSG,0,0.10582320994073968,Low Risk
6013-BHCAW,0,0.04721191286819187,Low Risk
4402-FTBXC,0,0.1808863665483337,Low Risk
1471-GIQKQ,0,0.4692219778555878,Medium Risk
4283-FUTGF,1,0.6124197479985232,High Risk
9548-LERKT,0,0.02399699011566519,Low Risk
8059-UDZFY,0,0.42380970739778473,Medium Risk
0410-IPFTY,0,0.3501095411144867,Medium Risk
2478-EEWWM,0,0.3348864117083341,Medium Risk
4619-EVPHY,0,0.19875584785129358,Low Risk
2277-DJJDL,0,0.43866954810263964,Medium Risk
2911-WDXMV,0,0.40342248794422064,Medium Risk
3639-XJHKQ,0,0.20878587616788102,Low Risk
8173-RXAYP,0,0.023866560545391994,Low Risk
4537-CIBHB,0,0.045571332219728374,Low Risk
5442-BXVND,0,0.0704924960576645,Low Risk
2308-STERM,0,0.15267150605324167,Low Risk
7159-NOKYQ,0,0.10346139436416979,Low Risk
6075-QMNRR,0,0.12300441818765528,Low Risk
3694-GLTJM,0,0.14285443127258077,Low Risk
9629-NHXFW,0,0.36721968009096034,Medium Risk
7167-PCEYD,0,0.02269717159783765,Low Risk
2748-MYRVK,1,0.13458495157353167,Low Risk
4223-WOZCM,0,0.5223420450726621,Medium Risk
6946-LMSQS,1,0.1689015913151254,Low Risk
5469-NUJUR,0,0.031017282790315542,Low Risk
6388-TABGU,0,0.03979503194441756,Low Risk
1261-FWTTE,0,0.3242654491089453,Medium Risk
8590-YFFQO,0,0.022481752185541732,Low Risk
0082-OQIQY,0,0.42962804369218127,Medium Risk
9465-RWMXL,1,0.4993874106482381,Medium Risk
2930-UOTMB,1,0.08428212683401833,Low Risk
9128-CPXKI,0,0.10389064630606358,Low Risk
0484-FFVBJ,0,0.12837573323262233,Low Risk
1100-DDVRV,0,0.31680621373831036,Medium Risk
9313-QOLTZ,0,0.06883046799520963,Low Risk
3338-CVVEH,0,0.674092262957689,High Risk
1131-SUEKT,0,0.11584371093070381,Low Risk
7602-DBTOU,0,0.01925125832787833,Low Risk
1385-TQOZW,0,0.11353597702492138,Low Risk
6892-XPFPU,1,0.6980337031080454,High Risk
4115-NZRKS,0,0.7038592676683706,High Risk
5514-YQENT,0,0.1557002598515842,Low Risk
6319-IEJWJ,1,0.5133677230462333,Medium Risk
8849-AYPTR,0,0.3596695401406474,Medium Risk
5893-PYOLZ,0,0.04087578277042851,Low Risk
7180-PISOG,1,0.8350227761976069,High Risk
8443-ZRDBZ,1,0.7511336609260209,High Risk
9079-YEXQJ,1,0.32608533541016077,Medium Risk
3780-YVMFA,0,0.2789594187582765,Low Risk
6968-MHOMU,0,0.139690577723445,Low Risk
0899-LIIBW,0,0.4932523662202421,Medium Risk
3677-IYRBF,1,0.7608918464004157,High Risk
8393-DLHGA,1,0.5397925511929407,Medium Risk
7691-XVTZH,0,0.06966655333512772,Low Risk
5360-LJCNJ,0,0.0962275197258288,Low Risk
3891-PUQOD,1,0.599390078729363,Medium Risk
0952-KMEEH,1,0.5496626971123747,Medium Risk
4919-IKATY,1,0.6152166897552748,High Risk
9746-UGFAC,0,0.0401488309719177,Low Risk
9108-EQPNQ,0,0.03192382524807584,Low Risk
0531-ZZJWQ,0,0.40531551705487606,Medium Risk
8763-KIAFH,0,0.037496069781901994,Low Risk
5863-OOKCL,0,0.0895012654475898,Low Risk
2958-NHPPS,0,0.08870886009678697,Low Risk
9530-GRMJG,0,0.056827382520522225,Low Risk
1809-DMJHQ,1,0.3090692141934233,Medium Risk
0164-XAIRP,0,0.026668676738964735,Low Risk
2926-JEJJC,0,0.05366625086951527,Low Risk
1169-WCVAK,0,0.2511724686818286,Low Risk
1217-VASWC,0,0.26027801895264413,Low Risk
2452-KDRRH,0,0.39478505687600673,Medium Risk
6402-EJMWF,0,0.38827102801250324,Medium Risk
7663-CUXZB,0,0.10941371178261751,Low Risk
4312-KFRXN,0,0.01874273286042264,Low Risk
3011-WQKSZ,0,0.12583724755587486,Low Risk
9747-DDZOS,1,0.732607115250429,High Risk
2091-MJTFX,1,0.13577555829942312,Low Risk
0388-EOPEX,1,0.5308160456056823,Medium Risk
3161-ONRWK,0,0.03174286276365324,Low Risk
2587-EKXTS,0,0.38421575141108655,Medium Risk
9752-ZNQUT,0,0.6299213605945905,High Risk
9572-WUKSB,0,0.5029064525815953,Medium Risk
3836-FZSDJ,0,0.02405723216001444,Low Risk
8805-JNRAZ,0,0.41097144234539695,Medium Risk
3069-SSVSN,0,0.20052980788291436,Low Risk
8015-IHCGW,0,0.03778729460752342,Low Risk
8132-YPVBX,0,0.6779582424911609,High Risk
0235-KGSLC,1,0.8186859515137149,High Risk
1302-UHBDD,0,0.4584471311697917,Medium Risk
3722-WPXTK,1,0.8463300758248369,High Risk
7531-GQHME,0,0.08669585526502742,Low Risk
1335-NTIUC,0,0.4883409129416184,Medium Risk
9367-TCUYN,0,0.10407273034838954,Low Risk
1536-HBSWP,0,0.41773742346352627,Medium Risk
8573-JGCZW,0,0.04658821431362788,Low Risk
2694-CIUMO,0,0.5165352046142292,Medium Risk
2027-FECZV,1,0.7232231254927951,High Risk
9103-TCIHJ,1,0.19660523656905002,Low Risk
1545-JFUML,0,0.07408878305267362,Low Risk
0524-IAVZO,1,0.5294294208593975,Medium Risk
5519-TEEUH,0,0.03740109902499201,Low Risk
6654-QGBZZ,0,0.36655705077969425,Medium Risk
2294-DMMUS,0,0.17199009257707762,Low Risk
0017-IUDMW,0,0.03189881342455682,Low Risk
5018-LXQQG,0,0.09330160472926846,Low Risk
5808-TOTXO,0,0.05495785580633588,Low Risk
1174-FGIFN,0,0.15705175217358322,Low Risk
0730-KOAVE,0,0.331101464433207,Medium Risk
1218-VKFPE,1,0.08476941495783091,Low Risk
5313-FPXWG,0,0.03684714474903019,Low Risk
2834-JKOOW,0,0.04991369458087521,Low Risk
9430-NKQLY,0,0.018310944292993125,Low Risk
0363-QJVFX,1,0.29573368381054577,Low Risk
1658-TJVOA,0,0.5286330015323885,Medium Risk
6685-GBWJZ,0,0.03354957972083231,Low Risk
6328-ZPBGN,1,0.7042733611885945,High Risk
4003-FUSHP,0,0.17474397917625875,Low Risk
7690-KPNCU,0,0.06709455068497376,Low Risk
2969-WGHQO,0,0.08096575679639799,Low Risk
1855-CFULU,0,0.15677202303474658,Low Risk
9788-YTFGE,0,0.11430129509677374,Low Risk
8266-VBFQL,0,0.6445428401092337,High Risk
2325-NBPZG,0,0.48716402511954116,Medium Risk
9906-NHHVC,0,0.07715263522335214,Low Risk
2541-YGPKE,0,0.05726718358236072,Low Risk
5049-MUBWG,0,0.059041456050419966,Low Risk
2332-TODQS,0,0.03548628342905332,Low Risk
4419-UJMUS,0,0.12253808637349406,Low Risk
2233-TXSIU,0,0.07080606024219312,Low Risk
6770-XUAGN,1,0.3668752769614815,Medium Risk
2919-HBCJO,1,0.609310827761516,High Risk
9508-ILZDG,0,0.4128448425409072,Medium Risk
5442-BHQNG,0,0.5721875394708884,Medium Risk
7250-EQKIY,1,0.5550262698725862,Medium Risk
6838-HVLXG,0,0.09127145878865,Low Risk
9767-FFLEM,0,0.26962134833446993,Low Risk
2245-ADZFJ,0,0.045877966931908466,Low Risk
1150-WFARN,1,0.10369133770134847,Low Risk
9054-FOWNV,0,0.5884805386662936,Medium Risk
7997-EASSD,0,0.06613358769840194,Low Risk
7560-QJAVJ,0,0.032117240403371716,Low Risk
2668-TZSPS,0,0.27274519291475197,Low Risk
9139-WQQDY,1,0.16976370747381656,Low Risk
6726-NNFWD,0,0.048412967039114796,Low Risk
9330-DHBFL,0,0.04287468450836127,Low Risk
5727-MYATE,0,0.021019572828066335,Low Risk
2824-DXNKN,0,0.03710732009146817,Low Risk
6166-ILMNY,1,0.534862354573698,Medium Risk
5236-XMZJY,0,0.10303682297848274,Low Risk
1709-EJDOX,0,0.022000308546889554,Low Risk
4962-CHQPW,0,0.03413458737841754,Low Risk
0301-FIDRB,0,0.021327147055759155,Low Risk
1820-TQVEV,1,0.8145115250759052,High Risk
9115-YQHGA,0,0.1766047957948295,Low Risk
1541-ETJZO,1,0.39490170788625656,Medium Risk
6230-BSUXY,1,0.8507030754944518,High Risk
6797-LNAQX,1,0.0665957412869798,Low Risk
9588-YRFHY,0,0.024413981092743866,Low Risk
1092-GANHU,1,0.4687282098183848,Medium Risk
5951-AOFIH,0,0.18026294304142784,Low Risk
7029-RPUAV,1,0.6129955527738201,High Risk
4700-UBQMV,0,0.11108541971627817,Low Risk
3594-UVONA,1,0.07837160325610011,Low Risk
7750-EYXWZ,0,0.13569458343229868,Low Risk
7054-ENNGU,0,0.1998722401988882,Low Risk
0402-OAMEN,0,0.01868014782906426,Low Risk
2195-VVRJF,0,0.21245094562410693,Low Risk
8819-ZBYNA,0,0.09679483637928886,Low Risk
7748-UMTRK,0,0.527710977662923,Medium Risk
1741-WTPON,0,0.10431493607340929,Low Risk
7209-JCUDS,1,0.6996285649848327,High Risk
2485-ITVKB,1,0.7143927889509654,High Risk
9648-BCHKM,0,0.03361150465126632,Low Risk
0743-HRVFF,0,0.12005089023972337,Low Risk
2522-AHJXR,0,0.2838370741242834,Low Risk
9143-CANJF,0,0.11330485237515005,Low Risk
1444-VVSGW,1,0.18179105160277503,Low Risk
6898-MDLZW,0,0.16490727451804682,Low Risk
0074-HDKDG,0,0.05968824741467706,Low Risk
3982-JGSFD,0,0.03886001755015093,Low Risk
7928-VJYAB,0,0.5240638138860289,Medium Risk
1522-VVDMG,1,0.5686498735105886,Medium Risk
2665-NPTGL,0,0.574913431483539,Medium Risk
8728-SKJLR,0,0.30798600788554104,Medium Risk
7733-UDMTP,0,0.3318158932979196,Medium Risk
0431-APWVY,1,0.15931244194180924,Low Risk
5081-NWSUP,0,0.09303922685363791,Low Risk
2746-DIJLO,0,0.10814409375420062,Low Risk
7277-OZCGZ,0,0.281250652647728,Low Risk
5236-PERKL,1,0.10581471274550118,Low Risk
2788-CJQAQ,0,0.040900104836829314,Low Risk
3096-WPXBT,0,0.10080225694702863,Low Risk
9962-BFPDU,0,0.3701915605685109,Medium Risk
2892-GESUL,0,0.02856320581667931,Low Risk
9741-YLNTD,0,0.6955913982687223,High Risk
1205-WNWPJ,1,0.2552328533752759,Low Risk
3173-NVMPX,0,0.31683452506626963,Medium Risk
9661-MHUMO,1,0.43694858619285987,Medium Risk
6000-APYLU,1,0.6248305167179791,High Risk
0048-PIHNL,0,0.035484787355945166,Low Risk
9420-LOJKX,1,0.5145355457177666,Medium Risk
7061-OVMIM,0,0.03518367952467695,Low Risk
5671-RQRLP,0,0.06483729037291659,Low Risk
5129-JLPIS,0,0.5919427989898356,Medium Risk
5170-PTRKA,0,0.040912711858070556,Low Risk
4819-HJPIW,0,0.19328310391714312,Low Risk
8780-RSYYU,0,0.08180291901272105,Low Risk
2335-GSODA,0,0.03127444086959316,Low Risk
5696-CEIQJ,0,0.0709412243599191,Low Risk
6169-PPETC,0,0.02231016282484975,Low Risk
4237-RLAQD,1,0.6131948463812502,High Risk
7359-WWYJV,0,0.04052208263891095,Low Risk
8620-RJPZN,0,0.34019541004131143,Medium Risk
7426-WEIJX,0,0.24772002592110073,Low Risk
7629-WIXZF,0,0.15691374673976632,Low Risk
2616-FLVQC,0,0.022380440681836634,Low Risk
9163-GHAYE,0,0.2206106171520769,Low Risk
4464-JCOLN,1,0.03874909131529494,Low Risk
2971-SGAFL,0,0.3656137020001651,Medium Risk
4735-ASGMA,1,0.6935232352193333,High Risk
5245-VDBUR,0,0.05239698007525399,Low Risk
1493-AMTIE,1,0.44330046815502566,Medium Risk
1112-CUNAO,1,0.5489698884346564,Medium Risk
7571-YXDAD,1,0.5915683730599519,Medium Risk
8714-EUHJO,1,0.4386854709487422,Medium Risk
9040-KZVWO,0,0.07856519824814694,Low Risk
6713-OKOMC,0,0.1837640727794232,Low Risk
8749-CLJXC,0,0.3689923246481036,Medium Risk
4713-LZDRV,1,0.7400403735299024,High Risk
6598-RFFVI,1,0.06162836009067969,Low Risk
7470-MCQTK,1,0.3602681638891567,Medium Risk
5524-KHNJP,0,0.07931214641720005,Low Risk
1707-HABPF,0,0.10634491418205493,Low Risk
4581-LNWUM,0,0.39084671165117757,Medium Risk
9710-ZUSHQ,1,0.3442866335698463,Medium Risk
1697-LYYYX,0,0.04025980896937865,Low Risk
4013-GUXND,0,0.3194911981488961,Medium Risk
5022-JNQEQ,0,0.5097431131191189,Medium Risk
4983-CCWMC,0,0.5770134018225914,Medium Risk
6345-FZOQH,0,0.022264719243393873,Low Risk
0962-CQPWQ,0,0.02085353954779783,Low Risk
5495-GPSRW,0,0.02940754853207891,Low Risk
2252-JHJGE,0,0.2703716898414002,Low Risk
7356-AYNJP,0,0.06773599142951746,Low Risk
2019-HDCZY,0,0.18522912954990323,Low Risk
8582-KRHPJ,0,0.1251571596591632,Low Risk
2867-UIMSS,1,0.767412496768935,High Risk
3487-EARAT,0,0.0464801480194666,Low Risk
9926-PJHDQ,0,0.06209203207342203,Low Risk
0289-IVARM,0,0.12126008695455862,Low Risk
4672-FOTSD,0,0.18225339528024442,Low Risk
6198-PNNSZ,0,0.14107855040492515,Low Risk
7603-USHJS,1,0.47275934410276027,Medium Risk
6784-XYJAE,0,0.11577480420837913,Low Risk
3858-XHYJO,0,0.20589180159182469,Low Risk
1087-UDSIH,1,0.17432093577870428,Low Risk
7251-LJBQN,0,0.3422194069550228,Medium Risk
3200-MNQTF,0,0.022673253141982465,Low Risk
9359-UGBTK,0,0.05148225898456672,Low Risk
8160-HOWOX,0,0.4306328076760065,Medium Risk
0258-NOKBL,0,0.5939779303235356,Medium Risk
2800-QQUSO,0,0.5683470620400037,Medium Risk
2129-ALKBS,0,0.10069209632775118,Low Risk
9972-VAFJJ,0,0.14082428666211672,Low Risk
4693-VWVBO,0,0.16578571031049708,Low Risk
6969-MVBAI,0,0.7872716426141834,High Risk
4821-WQOYN,0,0.018160086605242497,Low Risk
6769-DYBQN,1,0.26784125754528537,Low Risk
4018-PPNDW,0,0.02049350858892414,Low Risk
6288-CHQJB,0,0.030634837680871566,Low Risk
4905-JEFDW,1,0.270081823059191,Low Risk
0559-CKHUS,0,0.026139827141493967,Low Risk
2659-VXMWZ,1,0.1538178267039941,Low Risk
6559-RAKOZ,0,0.26887997129330554,Low Risk
8809-XKHMD,0,0.03450189020085203,Low Risk
6365-HITVU,0,0.022047395342235942,Low Risk
0134-XWXCE,0,0.10209810408320641,Low Risk
9720-JJJOR,0,0.05975561381088867,Low Risk
2782-LFZVW,0,0.3245281697496353,Medium Risk
6112-KTHFQ,0,0.10283978856846737,Low Risk
9220-ZNKJI,0,0.04575614498727455,Low Risk
9820-RMCQV,1,0.14037691420058165,Low Risk
9013-AQORL,0,0.15631131391674621,Low Risk
2040-OBMLJ,0,0.08062619985516457,Low Risk
5574-NXZIU,0,0.09000407355497972,Low Risk
5446-DKWYW,0,0.15619168058837443,Low Risk
0480-KYJVA,0,0.01868014782906426,Low Risk
1074-AMIOH,0,0.24526803049813595,Low Risk
0015-UOCOJ,0,0.2981254381173951,Low Risk
0256-LTHVJ,1,0.413725709694393,Medium Risk
4547-LYTDD,1,0.46424789624513757,Medium Risk
1077-HUUJM,0,0.6211870781527006,High Risk
2041-JIJCI,0,0.5234609765270525,Medium Risk
1555-HAPSU,0,0.018818791544527414,Low Risk
4323-SADQS,1,0.21974206298903076,Low Risk
3292-PBZEJ,0,0.7042786239783712,High Risk
6203-HBZPA,0,0.02887533792068789,Low Risk
9755-JHNMN,0,0.02518291133333972,Low Risk
7369-TRPFD,0,0.03884078049488061,Low Risk
9878-TNQGW,1,0.7308987272174318,High Risk
2279-AXJJK,0,0.24774290224445,Low Risk
5016-IBERQ,0,0.435048801693966,Medium Risk
1016-DJTSV,0,0.6083830662117305,High Risk
8433-WPJTV,0,0.21140148302364348,Low Risk
8903-XEBGX,0,0.5944957381565215,Medium Risk
2632-TACXW,0,0.02118122137037384,Low Risk
7952-OBOYL,0,0.6506679702558712,High Risk
1470-PSXNM,0,0.18119591289357723,Low Risk
6227-HWPWX,1,0.27736432781224946,Low Risk
5924-SNGKP,0,0.03726233337535639,Low Risk
8818-DOPVL,0,0.5327225074890981,Medium Risk
4521-WFJAI,0,0.023264928725829206,Low Risk
4724-WXVWF,0,0.29018719589314623,Low Risk
3717-OEAUQ,0,0.5424732435061219,Medium Risk
8165-ZJRNM,0,0.01868014782906426,Low Risk
7838-LAZFO,0,0.07003346663470944,Low Risk
0513-RBGPE,0,0.033445458519234715,Low Risk
7251-XFOIL,0,0.20871718429433783,Low Risk
2525-GVKQU,0,0.029831453814907698,Low Risk
7579-OOPEC,1,0.3878839956833447,Medium Risk
3795-GWTRD,0,0.020848582736410114,Low Risk
4750-ZRXIU,1,0.8112242522594113,High Risk
5445-PZWGX,1,0.1052631236271405,Low Risk
0516-UXRMT,0,0.08139738344602751,Low Risk
0727-BNRLG,0,0.059964657296767095,Low Risk
3932-CMDTD,1,0.3582320934700202,Medium Risk
1264-FUHCX,0,0.09771607241519754,Low Risk
6194-HBGQN,0,0.045346904749549714,Low Risk
4524-QCSSM,0,0.1698085302278367,Low Risk
4570-QHXHL,0,0.3686942265248785,Medium Risk
2972-YDYUW,0,0.13279948530368224,Low Risk
2061-VVFST,0,0.07100680792152066,Low Risk
6874-SGLHU,0,0.232242305760505,Low Risk
9844-FELAJ,0,0.17472038701161285,Low Risk
1902-XBTFB,1,0.5107207810077914,Medium Risk
9039-RBEEE,1,0.0945355868402235,Low Risk
9369-XFEHK,1,0.36559763343637824,Medium Risk
3680-CTHUH,0,0.1360999708199804,Low Risk
3679-XASPY,0,0.3490027094659548,Medium Risk
9089-UOWJG,0,0.24581566872271496,Low Risk
1574-DYCWE,0,0.02220778952929505,Low Risk
9779-DPNEJ,0,0.46685794631324096,Medium Risk
2967-MXRAV,0,0.06943676115715343,Low Risk
0327-WFZSY,0,0.29273060170013393,Low Risk
1731-TVIUK,1,0.7075490228317489,High Risk
